date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:06:49	1189/1189	---M--	200	added ('OK')	text/css	etag:%224a5-5eec6c0ef91b6%22	http://localhost/codeanddesign/wp-content/uploads/elementor/css/post-635.css?ver=1669912291	C:/webpage/webpage/localhost/codeanddesign/wp-content/uploads/elementor/css/post-635ef58.css	(from http://localhost/codeanddesign/)
07:06:49	12014/12014	---M--	200	added ('OK')	text/css	etag:%222eee-5ee6514916e3f%22	http://localhost/codeanddesign/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min.css?ver=3.8.2	C:/webpage/webpage/localhost/codeanddesign/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min3fd0.css	(from http://localhost/codeanddesign/)
07:06:49	64664/64664	---M--	200	added ('OK')	text/css	etag:%22fc98-5ef79ecf01689%22	http://localhost/codeanddesign/wp-content/uploads/elementor/css/post-6.css?ver=1670681828	C:/webpage/webpage/localhost/codeanddesign/wp-content/uploads/elementor/css/post-62e1b.css	(from http://localhost/codeanddesign/)
07:06:51	122531/122531	---M--	200	added ('OK')	text/css	etag:%221dea3-5ee664eb7c3a8%22	http://localhost/codeanddesign/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons.css?ver=2.7.5	C:/webpage/webpage/localhost/codeanddesign/wp-content/plugins/elementskit-lite/modules/elementskit-icon-pack/assets/css/ekiticons206d.css	(from http://localhost/codeanddesign/)
07:06:53	3001/3001	---M--	200	added ('OK')	text/css	etag:%22bb9-5ee6693969f01%22	http://localhost/codeanddesign/wp-content/plugins/elementskit/modules/parallax/assets/css/style.css?ver=2.8.0	C:/webpage/webpage/localhost/codeanddesign/wp-content/plugins/elementskit/modules/parallax/assets/css/stylef71b.css	(from http://localhost/codeanddesign/)
07:06:53	446459/446459	---M--	200	added ('OK')	text/css	etag:%226cffb-5ee664ebe3397%22	http://localhost/codeanddesign/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles.css?ver=2.7.5	C:/webpage/webpage/localhost/codeanddesign/wp-content/plugins/elementskit-lite/widgets/init/assets/css/widget-styles206d.css	(from http://localhost/codeanddesign/)
07:06:55	287780/287780	---M--	200	added ('OK')	text/css	etag:%2246424-5ee6693992d80%22	http://localhost/codeanddesign/wp-content/plugins/elementskit/widgets/init/assets/css/widget-styles-pro.css?ver=2.8.0	C:/webpage/webpage/localhost/codeanddesign/wp-content/plugins/elementskit/widgets/init/assets/css/widget-styles-prof71b.css	(from http://localhost/codeanddesign/)
07:06:57	30283/30283	---M--	200	added ('OK')	text/css	etag:%22764b-5ee664ebe2bcc%22	http://localhost/codeanddesign/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive.css?ver=2.7.5	C:/webpage/webpage/localhost/codeanddesign/wp-content/plugins/elementskit-lite/widgets/init/assets/css/responsive206d.css	(from http://localhost/codeanddesign/)
07:06:58	57912/57912	---M--	200	added ('OK')	text/css	etag:%22e238-5ee6509eabac9%22	http://localhost/codeanddesign/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/webpage/webpage/localhost/codeanddesign/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from http://localhost/codeanddesign/)
07:07:00	677/677	---M--	200	added ('OK')	text/css	etag:%222a5-5ee6509eac679%22	http://localhost/codeanddesign/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3	C:/webpage/webpage/localhost/codeanddesign/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min52d5.css	(from http://localhost/codeanddesign/)
07:07:00	669/669	---M--	200	added ('OK')	text/css	etag:%2229d-5ee6509eaca5e%22	http://localhost/codeanddesign/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/webpage/webpage/localhost/codeanddesign/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from http://localhost/codeanddesign/)
07:07:01	838/838	---M--	200	added ('OK')	application/javascript	etag:%22346-5ee680d526256%22	http://localhost/codeanddesign/wp-content/plugins/export-wp-page-to-static-html-pro-premium/public/js/export-wp-page-to-static-html-public.js?ver=1.0.4	C:/webpage/webpage/localhost/codeanddesign/wp-content/plugins/export-wp-page-to-static-html-pro-premium/public/js/export-wp-page-to-static-html-public4b68.js	(from http://localhost/codeanddesign/)
07:07:02	11224/11224	---M--	200	added ('OK')	application/javascript	etag:%222bd8-5b45debe27b80%22	http://localhost/codeanddesign/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/webpage/webpage/localhost/codeanddesign/wp-includes/js/jquery/jquery-migrate.mind617.js	(from http://localhost/codeanddesign/)
07:07:03	14759/14759	---M--	200	added ('OK')	application/javascript	etag:%2239a7-5ee669396a2e5%22	http://localhost/codeanddesign/wp-content/plugins/elementskit/modules/parallax/assets/js/jarallax.js?ver=2.8.0	C:/webpage/webpage/localhost/codeanddesign/wp-content/plugins/elementskit/modules/parallax/assets/js/jarallaxf71b.js	(from http://localhost/codeanddesign/)
07:07:05	846/846	---M--	200	added ('OK')	text/xml	date:Sat,%2010%20Dec%202022%2015:07:04%20GMT	http://localhost/codeanddesign/xmlrpc.php?rsd	C:/webpage/webpage/localhost/codeanddesign/xmlrpc0db0.php	(from http://localhost/codeanddesign/)
07:07:05	89684/89684	---M--	200	added ('OK')	application/javascript	etag:%2215e54-5e9085b47de00%22	http://localhost/codeanddesign/wp-includes/js/jquery/jquery.min.js?ver=3.6.1	C:/webpage/webpage/localhost/codeanddesign/wp-includes/js/jquery/jquery.mina7a0.js	(from http://localhost/codeanddesign/)
07:07:05	1045/1045	---M--	200	added ('OK')	application/xml	etag:%22415-4ed4785da9bc0%22	http://localhost/codeanddesign/wp-includes/wlwmanifest.xml	C:/webpage/webpage/localhost/codeanddesign/wp-includes/wlwmanifest.xml	(from http://localhost/codeanddesign/)
07:07:06	2447/2447	---M--	200	added ('OK')	application/json	date:Sat,%2010%20Dec%202022%2015:07:05%20GMT	http://localhost/codeanddesign/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fcodeanddesign%2F	C:/webpage/webpage/localhost/codeanddesign/wp-json/oembed/1.0/embed82c0.json	(from http://localhost/codeanddesign/)
07:07:07	2540/2540	---M--	200	added ('OK')	text/xml	date:Sat,%2010%20Dec%202022%2015:07:06%20GMT	http://localhost/codeanddesign/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fcodeanddesign%2F&format=xml	C:/webpage/webpage/localhost/codeanddesign/wp-json/oembed/1.0/embed2f64	(from http://localhost/codeanddesign/)
07:07:07	29503/29503	---M--	200	added ('OK')	text/css	etag:%22733f-5ee651492bd49%22	http://localhost/codeanddesign/wp-content/plugins/elementor-pro/assets/css/widget-nav-menu.min.css	C:/webpage/webpage/localhost/codeanddesign/wp-content/plugins/elementor-pro/assets/css/widget-nav-menu.min.css	(from http://localhost/codeanddesign/)
07:07:14	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2010%20Dec%202022%2015:07:08%20GMT	https://github.com/SlagriSolar/TestWordPress/blob/main/png/001-bolt.png?raw=true	C:/webpage/webpage/github.com/SlagriSolar/TestWordPress/blob/main/png/001-bolt.1dc523.delayed	(from http://localhost/codeanddesign/)
07:07:14	1793/1793	---M--	200	added ('OK')	text/html	date:Sat,%2010%20Dec%202022%2015:07:14%20GMT	http://localhost/codeanddesign/wp-content/plugins/elementskit/modules/parallax/	C:/webpage/webpage/localhost/codeanddesign/wp-content/plugins/elementskit/modules/parallax/index.html	(from http://localhost/codeanddesign/)
07:07:14	54728/54728	---M--	200	added ('OK')	image/png	etag:%22d5c8-5ef526f5d4baa%22	http://localhost/codeanddesign/wp-content/uploads/2022/12/newlogo.png	C:/webpage/webpage/localhost/codeanddesign/wp-content/uploads/2022/12/newlogo.png	(from http://localhost/codeanddesign/)
07:07:15	95445/95445	---MC-	200	added ('OK')	application/json	date:Sat,%2010%20Dec%202022%2015:07:02%20GMT	http://localhost/codeanddesign/wp-json/wp/v2/pages/6	C:/webpage/webpage/localhost/codeanddesign/wp-json/wp/v2/pages/6.json	(from http://localhost/codeanddesign/)
07:07:17	208399/208399	---MC-	200	added ('OK')	text/html	date:Sat,%2010%20Dec%202022%2015:07:14%20GMT	http://localhost/codeanddesign/services/	C:/webpage/webpage/localhost/codeanddesign/services/index.html	(from http://localhost/codeanddesign/)
07:07:19	197768/197768	---MC-	200	added ('OK')	text/html	date:Sat,%2010%20Dec%202022%2015:07:15%20GMT	http://localhost/codeanddesign/projects/	C:/webpage/webpage/localhost/codeanddesign/projects/index.html	(from http://localhost/codeanddesign/)
07:07:21	211818/211818	---MC-	200	added ('OK')	text/html	date:Sat,%2010%20Dec%202022%2015:07:17%20GMT	http://localhost/codeanddesign/contact-us/	C:/webpage/webpage/localhost/codeanddesign/contact-us/index.html	(from http://localhost/codeanddesign/)
07:07:23	220667/220667	---MC-	200	added ('OK')	application/json	date:Sat,%2010%20Dec%202022%2015:07:02%20GMT	http://localhost/codeanddesign/wp-json/	C:/webpage/webpage/localhost/codeanddesign/wp-json/index.html	(from http://localhost/codeanddesign/)
07:07:23	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2010%20Dec%202022%2015:07:15%20GMT	https://github.com/SlagriSolar/TestWordPress/raw/main/png/001-bolt.png	C:/webpage/webpage/github.com/SlagriSolar/TestWordPress/raw/main/png/001-bolt.1e.delayed	(from http://localhost/codeanddesign/)
07:07:23	28447/28447	---M--	200	added ('OK')	image/png	date:Sat,%2010%20Dec%202022%2015:07:23%20GMT	https://raw.githubusercontent.com/SlagriSolar/TestWordPress/main/png/001-bolt.png	C:/webpage/webpage/raw.githubusercontent.com/SlagriSolar/TestWordPress/main/png/001-bolt.png	(from http://localhost/codeanddesign/)
07:07:24	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2010%20Dec%202022%2015:07:24%20GMT	https://github.com/SlagriSolar/TestWordPress/blob/main/png/002-bolt-1.png?raw=true	C:/webpage/webpage/github.com/SlagriSolar/TestWordPress/blob/main/png/002-bolt-1.20c523.delayed	(from http://localhost/codeanddesign/)
07:07:24	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2010%20Dec%202022%2015:07:24%20GMT	https://github.com/SlagriSolar/TestWordPress/raw/main/png/002-bolt-1.png	C:/webpage/webpage/github.com/SlagriSolar/TestWordPress/raw/main/png/002-bolt-1.21.delayed	(from http://localhost/codeanddesign/)
07:07:24	26533/26533	---M--	200	added ('OK')	image/png	date:Sat,%2010%20Dec%202022%2015:07:24%20GMT	https://raw.githubusercontent.com/SlagriSolar/TestWordPress/main/png/002-bolt-1.png	C:/webpage/webpage/raw.githubusercontent.com/SlagriSolar/TestWordPress/main/png/002-bolt-1.png	(from http://localhost/codeanddesign/)
07:07:25	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2010%20Dec%202022%2015:07:25%20GMT	https://github.com/SlagriSolar/TestWordPress/blob/main/png/003-bolt-2.png?raw=true	C:/webpage/webpage/github.com/SlagriSolar/TestWordPress/blob/main/png/003-bolt-2.23c523.delayed	(from http://localhost/codeanddesign/)
07:07:25	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2010%20Dec%202022%2015:07:25%20GMT	https://github.com/SlagriSolar/TestWordPress/raw/main/png/003-bolt-2.png	C:/webpage/webpage/github.com/SlagriSolar/TestWordPress/raw/main/png/003-bolt-2.24.delayed	(from http://localhost/codeanddesign/)
07:07:26	32309/32309	---M--	200	added ('OK')	image/png	date:Sat,%2010%20Dec%202022%2015:07:25%20GMT	https://raw.githubusercontent.com/SlagriSolar/TestWordPress/main/png/003-bolt-2.png	C:/webpage/webpage/raw.githubusercontent.com/SlagriSolar/TestWordPress/main/png/003-bolt-2.png	(from http://localhost/codeanddesign/)
07:07:27	9496/9496	---MCZ	200	added ('OK')	text/javascript	etag:W/%228be700ece8699a7c3f7a870ee2840cdf%22	https://use.fontawesome.com/1744f3f671.js	C:/webpage/webpage/use.fontawesome.com/1744f3f671.js	(from http://localhost/codeanddesign/)
07:07:27	12992/12992	---M--	200	added ('OK')	text/css	etag:%2232c0-5ee6509e80d1f%22	http://localhost/codeanddesign/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	C:/webpage/webpage/localhost/codeanddesign/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	(from http://localhost/codeanddesign/)
07:07:27	11775/11775	---M--	200	added ('OK')	text/css	etag:%222dff-5ee6509e81104%22	http://localhost/codeanddesign/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	C:/webpage/webpage/localhost/codeanddesign/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	(from http://localhost/codeanddesign/)
07:07:29	82023/82023	---M-Z	200	added ('OK')	text/css	etag:%2261498362-4221%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/6.0.0-beta2/css/all.min.css	C:/webpage/webpage/cdnjs.cloudflare.com/ajax/libs/font-awesome/6.0.0-beta2/css/all.min.css	(from http://localhost/codeanddesign/)
07:07:31	169141/169141	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2010%20Dec%202022%2015:07:28%20GMT	http://localhost/codeanddesign/style.css	C:/webpage/webpage/localhost/codeanddesign/style.css	(from http://localhost/codeanddesign/)
07:07:34	169141/169141	---MC-	404	error ('Not%20Found')	text/html	date:Sat,%2010%20Dec%202022%2015:07:31%20GMT	http://localhost/codeanddesign/script.js	C:/webpage/webpage/localhost/codeanddesign/script.js	(from http://localhost/codeanddesign/)
07:07:37	65773/65773	---M--	200	added ('OK')	image/jpeg	etag:%22100ed-5ee64f2dabbe9%22	http://localhost/codeanddesign/wp-content/uploads/2021/06/photo-54.jpeg	C:/webpage/webpage/localhost/codeanddesign/wp-content/uploads/2021/06/photo-54.jpg	(from http://localhost/codeanddesign/)
07:07:38	73223/73223	---M--	200	added ('OK')	image/jpeg	etag:%2211e07-5ee64f2ddf8df%22	http://localhost/codeanddesign/wp-content/uploads/2021/06/photo-hero-15.jpg	C:/webpage/webpage/localhost/codeanddesign/wp-content/uploads/2021/06/photo-hero-15.jpg	(from http://localhost/codeanddesign/)
07:07:42	28105/28105	---M--	200	added ('OK')	image/jpeg	etag:%226dc9-5ee673718a935%22	http://localhost/codeanddesign/wp-content/uploads/2022/11/2f4ddb2a915e1c6a9ea47791250b58c7.jpg	C:/webpage/webpage/localhost/codeanddesign/wp-content/uploads/2022/11/2f4ddb2a915e1c6a9ea47791250b58c7.jpg	(from http://localhost/codeanddesign/)
07:07:44	61591/61591	---M--	200	added ('OK')	image/jpeg	etag:%22f097-5ee6735618d0e%22	http://localhost/codeanddesign/wp-content/uploads/2022/11/34c3ae430a660b44c61681eb9ad311a8.jpg	C:/webpage/webpage/localhost/codeanddesign/wp-content/uploads/2022/11/34c3ae430a660b44c61681eb9ad311a8.jpg	(from http://localhost/codeanddesign/)
07:07:45	69284/69284	---M--	200	added ('OK')	image/jpeg	etag:%2210ea4-5ee673759aa0f%22	http://localhost/codeanddesign/wp-content/uploads/2022/11/0494bc366ab5cbad07a92e2d90884b7f.jpg	C:/webpage/webpage/localhost/codeanddesign/wp-content/uploads/2022/11/0494bc366ab5cbad07a92e2d90884b7f.jpg	(from http://localhost/codeanddesign/)
07:07:45	20658/20658	---M--	200	added ('OK')	image/png	etag:%2250b2-5ee64f246a085%22	http://localhost/codeanddesign/wp-content/uploads/2021/06/testemonial-2-4.png	C:/webpage/webpage/localhost/codeanddesign/wp-content/uploads/2021/06/testemonial-2-4.png	(from http://localhost/codeanddesign/)
07:07:46	6784/6784	---M--	200	added ('OK')	text/css	etag:%221a80-5ef68c1b715f0%22	http://localhost/codeanddesign/wp-content/uploads/elementor/css/post-1430.css?ver=1670608089	C:/webpage/webpage/localhost/codeanddesign/wp-content/uploads/elementor/css/post-14307a85.css	(from http://localhost/codeanddesign/)
07:07:46	69/69	---M--	200	added ('OK')	text/css	etag:%2245-5ee669396dd55%22	http://localhost/codeanddesign/wp-content/plugins/elementskit/modules/pro-form-reset-button/assets/css/elementskit-reset-button.css?ver=2.8.0	C:/webpage/webpage/localhost/codeanddesign/wp-content/plugins/elementskit/modules/pro-form-reset-button/assets/css/elementskit-reset-buttonf71b.css	(from http://localhost/codeanddesign/)
07:07:46	18468/18468	---M--	200	added ('OK')	text/css	etag:%224824-5ee6509e9ffc9%22	http://localhost/codeanddesign/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.8.1	C:/webpage/webpage/localhost/codeanddesign/wp-content/plugins/elementor/assets/lib/animations/animations.min7e2e.css	(from http://localhost/codeanddesign/)
07:07:48	17540/17540	---M--	200	added ('OK')	image/png	etag:%224484-5ee64f249678e%22	http://localhost/codeanddesign/wp-content/uploads/2021/06/testimonial-03-free-img-4.png	C:/webpage/webpage/localhost/codeanddesign/wp-content/uploads/2021/06/testimonial-03-free-img-4.png	(from http://localhost/codeanddesign/)
07:07:48	423/423	---M--	200	added ('OK')	application/javascript	etag:%221a7-5ef7a01501224%22	http://localhost/codeanddesign/wp-content/uploads/premium-addons-elementor/pa-frontend-2fe868524.min.js?ver=1670684803	C:/webpage/webpage/localhost/codeanddesign/wp-content/uploads/premium-addons-elementor/pa-frontend-2fe868524.min9b46.js	(from http://localhost/codeanddesign/)
07:07:49	18243/18243	---M--	200	added ('OK')	image/png	etag:%224743-5ee64f24bd0f9%22	http://localhost/codeanddesign/wp-content/uploads/2021/06/testimonial-13-free-img-4.png	C:/webpage/webpage/localhost/codeanddesign/wp-content/uploads/2021/06/testimonial-13-free-img-4.png	(from http://localhost/codeanddesign/)
07:07:49	6212/6212	---M--	200	added ('OK')	application/javascript	etag:%221844-5ef54a26882dd%22	http://localhost/codeanddesign/wp-content/uploads/astra-addon/astra-addon-63922340931dc6-09073924.js?ver=3.9.3	C:/webpage/webpage/localhost/codeanddesign/wp-content/uploads/astra-addon/astra-addon-63922340931dc6-09073924657a.js	(from http://localhost/codeanddesign/)
07:07:49	40/40	---M--	200	added ('OK')	application/javascript	etag:%2228-5ee664eb5cd17%22	http://localhost/codeanddesign/wp-content/plugins/elementskit-lite/libs/framework/assets/js/frontend-script.js?ver=2.7.5	C:/webpage/webpage/localhost/codeanddesign/wp-content/plugins/elementskit-lite/libs/framework/assets/js/frontend-script206d.js	(from http://localhost/codeanddesign/)
07:07:49	16935/16935	---M--	200	added ('OK')	application/javascript	etag:%224227-5ee64dc899e0c%22	http://localhost/codeanddesign/wp-content/themes/astra/assets/js/minified/frontend.min.js?ver=3.9.4	C:/webpage/webpage/localhost/codeanddesign/wp-content/themes/astra/assets/js/minified/frontend.minf3c8.js	(from http://localhost/codeanddesign/)
07:07:51	80416/80416	---M--	200	added ('OK')	image/jpeg	etag:%2213a20-5ee64f2411655%22	http://localhost/codeanddesign/wp-content/uploads/2021/06/services-11.jpg	C:/webpage/webpage/localhost/codeanddesign/wp-content/uploads/2021/06/services-11.jpg	(from http://localhost/codeanddesign/)
07:07:53	12198/12198	---M--	200	added ('OK')	application/javascript	etag:%222fa6-5ee6509ec405f%22	http://localhost/codeanddesign/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/webpage/webpage/localhost/codeanddesign/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from http://localhost/codeanddesign/)
07:07:54	25202/25202	---M--	200	added ('OK')	application/javascript	etag:%226272-5ee651495a949%22	http://localhost/codeanddesign/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.min.js?ver=1.0.1	C:/webpage/webpage/localhost/codeanddesign/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.minf269.js	(from http://localhost/codeanddesign/)
07:07:55	5234/5234	---M--	200	added ('OK')	application/javascript	etag:%221472-5ee651495153f%22	http://localhost/codeanddesign/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.8.2	C:/webpage/webpage/localhost/codeanddesign/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min3fd0.js	(from http://localhost/codeanddesign/)
07:07:56	4957/4957	---M--	200	added ('OK')	application/javascript	etag:%22135d-5ee6509e9e09f%22	http://localhost/codeanddesign/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.8.1	C:/webpage/webpage/localhost/codeanddesign/wp-content/plugins/elementor/assets/js/webpack.runtime.min7e2e.js	(from http://localhost/codeanddesign/)
07:08:02	32947/32947	---M--	200	added ('OK')	application/javascript	etag:%2280b3-5ee6509e95844%22	http://localhost/codeanddesign/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.8.1	C:/webpage/webpage/localhost/codeanddesign/wp-content/plugins/elementor/assets/js/frontend-modules.min7e2e.js	(from http://localhost/codeanddesign/)
07:08:03	6475/6475	---M--	200	added ('OK')	application/javascript	etag:%22194b-5dc5fbf1e6f80%22	http://localhost/codeanddesign/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.9	C:/webpage/webpage/localhost/codeanddesign/wp-includes/js/dist/vendor/regenerator-runtime.min3937.js	(from http://localhost/codeanddesign/)
07:08:04	90987/90987	---M--	200	added ('OK')	application/javascript	etag:%221636b-5ee669396a6ca%22	http://localhost/codeanddesign/wp-content/plugins/elementskit/modules/parallax/assets/js/parallax-frontend-scripts.js?ver=2.8.0	C:/webpage/webpage/localhost/codeanddesign/wp-content/plugins/elementskit/modules/parallax/assets/js/parallax-frontend-scriptsf71b.js	(from http://localhost/codeanddesign/)
07:08:05	4910/4910	---M--	200	added ('OK')	application/javascript	etag:%22132e-5dc5fbf1e6f80%22	http://localhost/codeanddesign/wp-includes/js/dist/hooks.min.js?ver=4169d3cf8e8d95a3d6d5	C:/webpage/webpage/localhost/codeanddesign/wp-includes/js/dist/hooks.min6c65.js	(from http://localhost/codeanddesign/)
07:08:06	17823/17823	---M--	200	added ('OK')	application/javascript	etag:%22459f-5e91db08e6a40%22	http://localhost/codeanddesign/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/webpage/webpage/localhost/codeanddesign/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from http://localhost/codeanddesign/)
07:08:07	10230/10230	---M--	200	added ('OK')	application/javascript	etag:%2227f6-5e95d8f5cb080%22	http://localhost/codeanddesign/wp-includes/js/dist/i18n.min.js?ver=9e794f35a71bb98672ae	C:/webpage/webpage/localhost/codeanddesign/wp-includes/js/dist/i18n.mine57b.js	(from http://localhost/codeanddesign/)
07:08:10	21563/21563	---M--	200	added ('OK')	application/javascript	etag:%22543b-5ee651494141f%22	http://localhost/codeanddesign/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.8.2	C:/webpage/webpage/localhost/codeanddesign/wp-content/plugins/elementor-pro/assets/js/frontend.min3fd0.js	(from http://localhost/codeanddesign/)
07:08:11	137535/137535	---M--	200	added ('OK')	application/javascript	etag:%222193f-5ee664ebebbf2%22	http://localhost/codeanddesign/wp-content/plugins/elementskit-lite/widgets/init/assets/js/widget-scripts.js?ver=2.7.5	C:/webpage/webpage/localhost/codeanddesign/wp-content/plugins/elementskit-lite/widgets/init/assets/js/widget-scripts206d.js	(from http://localhost/codeanddesign/)
07:08:11	21440/21440	---M--	200	added ('OK')	application/javascript	etag:%2253c0-5e95d8f5cb080%22	http://localhost/codeanddesign/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	C:/webpage/webpage/localhost/codeanddesign/wp-includes/js/jquery/ui/core.min3f14.js	(from http://localhost/codeanddesign/)
07:08:11	810/810	---M--	200	added ('OK')	application/javascript	etag:%2232a-5ee664ebea492%22	http://localhost/codeanddesign/wp-content/plugins/elementskit-lite/widgets/init/assets/js/animate-circle.js?ver=2.7.5	C:/webpage/webpage/localhost/codeanddesign/wp-content/plugins/elementskit-lite/widgets/init/assets/js/animate-circle206d.js	(from http://localhost/codeanddesign/)
